File	Size	md5sum	Download_link
ADN_S04_Ps_1_1.fastq.gz	9,366,844	0290840ffd7076407b36d181247a660f	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S04_Ps_1_1.fastq.gz
ADN_S04_Ps_1_2.fastq.gz	10,346,822	333556460d9d2aa8d4cc0f6405b982a7	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S04_Ps_1_2.fastq.gz
ADN_S19_Ps_1_1.fastq.gz	11,579,703	4063d53284c07cd54344273580854522	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S19_Ps_1_1.fastq.gz
ADN_S19_Ps_1_2.fastq.gz	13,700,694	d4ef313c9a09feb7ed5a9d572e864859	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S19_Ps_1_2.fastq.gz
ADN_S19_Ps_2_1.fastq.gz	11,755,123	81fe58a94e7fbcaf1c639e3d544e9dff	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S19_Ps_2_1.fastq.gz
ADN_S19_Ps_2_2.fastq.gz	15,577,576	fa63d48d8b8b9544fcbbb97036174e35	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S19_Ps_2_2.fastq.gz
Tneg_SNR02_P_2_1.fastq.gz	9,040,177	eb60831118c79ddfbca91d81420153b5	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_SNR02_P_2_1.fastq.gz
Tneg_SNR02_P_2_2.fastq.gz	9,564,899	977c2feec42fa152c94e50ab9efa9796	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_SNR02_P_2_2.fastq.gz
ADN_F01_Ps_2_1.fastq.gz	9,674,237	9a622c26bf6f1e6952dc9bb6088b430a	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F01_Ps_2_1.fastq.gz
ADN_F01_Ps_2_2.fastq.gz	13,165,622	c5c12b62fa0a5ea7a7dcc941b45b7607	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F01_Ps_2_2.fastq.gz
ADN_F07_Ps_1_1.fastq.gz	6,431,517	23e1714c703859cdf99fb19950162b2a	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F07_Ps_1_1.fastq.gz
ADN_F07_Ps_1_2.fastq.gz	9,037,409	80630a6d250dc6d6d09d5c41799e60ff	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F07_Ps_1_2.fastq.gz
ADN_F07_Ps_2_1.fastq.gz	8,987,389	24bbdeb41155561b8cfc73ad79b39bbb	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F07_Ps_2_1.fastq.gz
ADN_F07_Ps_2_2.fastq.gz	11,939,402	2465973df4e5dd1d9d1f7b84337f5ade	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F07_Ps_2_2.fastq.gz
ADN_F01_Ps_1_1.fastq.gz	5,338,026	158b5f2fec4212b43c747e093abea913	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F01_Ps_1_1.fastq.gz
ADN_F01_Ps_1_2.fastq.gz	7,649,875	c3d98b99288078e95d0dc3009899b632	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F01_Ps_1_2.fastq.gz
ADN_G10_Pg_1_1.fastq.gz	6,101,515	a62e083a7453d522dc5ea093c92d7678	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_G10_Pg_1_1.fastq.gz
ADN_G10_Pg_1_2.fastq.gz	7,508,213	fad947a6e439151525804b89ba60db02	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_G10_Pg_1_2.fastq.gz
ADN_F09_Pg_2_1.fastq.gz	8,471,687	fd0c5ebe9bb5c2dae1056310f239b91b	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F09_Pg_2_1.fastq.gz
ADN_F09_Pg_2_2.fastq.gz	10,460,100	3c0abdf01d61fbc74274bb9aa80c3e5c	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F09_Pg_2_2.fastq.gz
ADN_R11_Pg_2_1.fastq.gz	10,270,471	f52c8d91f3b8cdc5f7513e36a9e91f5d	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R11_Pg_2_1.fastq.gz
ADN_R11_Pg_2_2.fastq.gz	12,653,386	5f48e27d127fcf861058c99957f28893	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R11_Pg_2_2.fastq.gz
ADN_R11_Pg_1_1.fastq.gz	9,644,518	4815e5e9e069ae7fe8ac8b6c268e14ac	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R11_Pg_1_1.fastq.gz
ADN_R11_Pg_1_2.fastq.gz	11,263,953	97de4ae23a5a41e5d8bed58d8397c547	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R11_Pg_1_2.fastq.gz
ADN_F09_Pg_1_1.fastq.gz	7,341,589	dbe510591ea397d83ceae903ed235eec	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F09_Pg_1_1.fastq.gz
ADN_F09_Pg_1_2.fastq.gz	8,544,768	6e4d1859b597e3c327d9da062bf808fc	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F09_Pg_1_2.fastq.gz
ADN_F12_Pg_2_1.fastq.gz	7,947,754	2f9facec5aaa35ebc33399fa5df826ce	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F12_Pg_2_1.fastq.gz
ADN_F12_Pg_2_2.fastq.gz	11,945,632	5a030a0c8b57c7bf029e372204eccca8	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F12_Pg_2_2.fastq.gz
ADN_F12_Pg_1_1.fastq.gz	5,540,038	db4aab44c56e2eaba7d384e814bdfc1f	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F12_Pg_1_1.fastq.gz
ADN_F12_Pg_1_2.fastq.gz	8,653,970	11239d42a7df1ffd7a606d667951fede	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F12_Pg_1_2.fastq.gz
ADN_R15_Pg_2_1.fastq.gz	10,011,264	9ae0751dcaf4b199337d81a0c3a443c9	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R15_Pg_2_1.fastq.gz
ADN_R15_Pg_2_2.fastq.gz	13,145,890	7810906a41432166b5717e04bc0a691a	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R15_Pg_2_2.fastq.gz
ADN_R15_Pg_1_1.fastq.gz	6,957,846	f38046aa66e9353566d2e4e49c24877f	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R15_Pg_1_1.fastq.gz
ADN_R15_Pg_1_2.fastq.gz	9,225,625	46ace291e26612062099e5ae9a187473	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R15_Pg_1_2.fastq.gz
ADN_R02_Ps_2_1.fastq.gz	8,860,248	dc146afe13b5b8a80f67a3f3f22cad92	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R02_Ps_2_1.fastq.gz
ADN_R02_Ps_2_2.fastq.gz	11,608,953	43d2d5f20abd047c28721d4f5a375174	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R02_Ps_2_2.fastq.gz
ADN_F13_Ps_1_1.fastq.gz	7,097,768	7627ff4ade98145305f6e6dcf3eb9283	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F13_Ps_1_1.fastq.gz
ADN_F13_Ps_1_2.fastq.gz	10,283,335	ae0344ede371a18b6bc6226577eff2d4	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F13_Ps_1_2.fastq.gz
ADN_F11_Ps_2_1.fastq.gz	10,126,806	048598a63f933a6ebde65dd20ab8479a	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F11_Ps_2_1.fastq.gz
ADN_F11_Ps_2_2.fastq.gz	13,861,746	56b8477fe6b7d23dc84d2c6c3da4ef57	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F11_Ps_2_2.fastq.gz
ADN_F11_Ps_1_1.fastq.gz	7,487,740	21a314a7563f676fa05808f20bbb11f4	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F11_Ps_1_1.fastq.gz
ADN_F11_Ps_1_2.fastq.gz	10,762,976	70bbf1a524126632ba40d2d74ac037cd	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F11_Ps_1_2.fastq.gz
ADN_F13_Ps_2_1.fastq.gz	12,199,859	332ad21c4ff53aa869e62dc9bcfdb142	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F13_Ps_2_1.fastq.gz
ADN_F13_Ps_2_2.fastq.gz	16,654,550	def4a2f3031d98e49d9bdacbb49bc29a	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F13_Ps_2_2.fastq.gz
Tneg_SNR01_P_2_1.fastq.gz	7,190,990	b954a15dad29a1eebbc01a9dc5381b5b	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_SNR01_P_2_1.fastq.gz
Tneg_SNR01_P_2_2.fastq.gz	7,580,871	13c0f96727b408142e9dbbab87cbe9fe	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_SNR01_P_2_2.fastq.gz
Tneg_F03_Pg_2_1.fastq.gz	10,906,243	388927f614696b549ab44835d03124f2	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_F03_Pg_2_1.fastq.gz
Tneg_F03_Pg_2_2.fastq.gz	14,238,806	a8e85f22e6ad9e97544526f80081de49	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_F03_Pg_2_2.fastq.gz
Tneg_F03_Ps_2_1.fastq.gz	9,683,083	7f04e9529f773b18040985a766cda7b3	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_F03_Ps_2_1.fastq.gz
Tneg_F03_Ps_2_2.fastq.gz	12,866,729	7071be3050d20378f5a14d79dd80a87d	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_F03_Ps_2_2.fastq.gz
Tneg_P01_Ps_2_1.fastq.gz	332,458	daa94637e51dd9b29b8a79b7d28b76b3	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_P01_Ps_2_1.fastq.gz
Tneg_P01_Ps_2_2.fastq.gz	471,418	c3e3c22d5abaf90d2cbd6e29d3816f90	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_P01_Ps_2_2.fastq.gz
Tneg_F03_Pg_1_1.fastq.gz	10,325,515	32c7e0915689144ac43159a221fa6394	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_F03_Pg_1_1.fastq.gz
Tneg_F03_Pg_1_2.fastq.gz	12,145,570	2033ab0488e355ddf73a63f5f67a480e	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_F03_Pg_1_2.fastq.gz
ADN_F04_Ps_1_1.fastq.gz	7,949,144	a2b511c515ca5b8610824258b5dced05	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F04_Ps_1_1.fastq.gz
ADN_F04_Ps_1_2.fastq.gz	11,218,396	3eb841860b35a08be4e8f669b601784e	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F04_Ps_1_2.fastq.gz
ADN_F06_Ps_2_1.fastq.gz	10,111,022	7724d36059cb78ac64c8be6e69476567	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F06_Ps_2_1.fastq.gz
ADN_F06_Ps_2_2.fastq.gz	13,637,435	d7691fe49fc23bf1a11b36bd87807185	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F06_Ps_2_2.fastq.gz
ADN_F06_Ps_1_1.fastq.gz	7,070,910	7767de91f3375e8bd306f89e466923c9	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F06_Ps_1_1.fastq.gz
ADN_F06_Ps_1_2.fastq.gz	9,569,370	040eaedc8fa3e5546a1829dc7d696206	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F06_Ps_1_2.fastq.gz
ADN_F04_Ps_2_1.fastq.gz	11,256,737	9af7f2084a6ffb7b94bc0c2a398fabd6	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F04_Ps_2_1.fastq.gz
ADN_F04_Ps_2_2.fastq.gz	15,167,667	f0b8168287eb50d4da29fc9abb09c1fd	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F04_Ps_2_2.fastq.gz
ADN_F07_Pg_1_1.fastq.gz	6,672,694	94a47b6a961aad9ae44de133ad172c33	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F07_Pg_1_1.fastq.gz
ADN_F07_Pg_1_2.fastq.gz	9,542,080	2d5f3b22428fd11994f897784a03791f	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F07_Pg_1_2.fastq.gz
ADN_F07_Pg_2_1.fastq.gz	10,461,947	a5892ad95f6cd85dbf3b33119d7639c5	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F07_Pg_2_1.fastq.gz
ADN_F07_Pg_2_2.fastq.gz	14,675,035	9c10a50eebb7b4c1f28ee8dc41dd6361	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F07_Pg_2_2.fastq.gz
ADN_R10_Ps_2_1.fastq.gz	8,696,561	7c0feba8710ad1733a65ff0977a0e75b	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R10_Ps_2_1.fastq.gz
ADN_R10_Ps_2_2.fastq.gz	11,192,511	53aa0a763ac5a22829180ebd977352e6	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R10_Ps_2_2.fastq.gz
ADN_SNR13_P_2_1.fastq.gz	12,312,731	d0a125751bf0896aff02a6d9ebe563ae	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR13_P_2_1.fastq.gz
ADN_SNR13_P_2_2.fastq.gz	15,556,126	6f140515a41a4bd35e85241a642c691d	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR13_P_2_2.fastq.gz
ADN_SNR14_P_2_1.fastq.gz	12,215,251	35c212b8b894b8d0fd09852384a1a9c6	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR14_P_2_1.fastq.gz
ADN_SNR14_P_2_2.fastq.gz	15,630,331	0e0b2a450d73daffe278cf1e4e5c018b	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR14_P_2_2.fastq.gz
ADN_P02_Pg_1_1.fastq.gz	5,810,884	1929deed51514bd025c7faafa3db14b3	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P02_Pg_1_1.fastq.gz
ADN_P02_Pg_1_2.fastq.gz	8,170,054	670b1ffc1759b2e9f1915c5a6148e4e4	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P02_Pg_1_2.fastq.gz
ADN_S03_Pg_2_1.fastq.gz	9,659,320	b75ff1870eac3787fb30e096cb9cedbc	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S03_Pg_2_1.fastq.gz
ADN_S03_Pg_2_2.fastq.gz	11,383,635	026f14571b934c715ae007c12ebd8dbf	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S03_Pg_2_2.fastq.gz
ADN_R19_Ps_1_1.fastq.gz	8,496,413	f3bab5ee41da61046319750156d154c8	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R19_Ps_1_1.fastq.gz
ADN_R19_Ps_1_2.fastq.gz	10,827,867	9c3a90fd1265e0e15d5367b0876a7d33	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R19_Ps_1_2.fastq.gz
ADN_P02_Pg_2_1.fastq.gz	9,107,794	149a2948340555c2ebcf94cae4eb0769	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P02_Pg_2_1.fastq.gz
ADN_P02_Pg_2_2.fastq.gz	12,329,046	3b2bb9ec5faef03015cda5e1812ee224	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P02_Pg_2_2.fastq.gz
Tneg_S02_Pg_2_1.fastq.gz	7,784,938	b5dea888544c58b58e085ba3bf6cc6b2	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_S02_Pg_2_1.fastq.gz
Tneg_S02_Pg_2_2.fastq.gz	11,106,653	246dd838899667dbeb72631c3df0cc64	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_S02_Pg_2_2.fastq.gz
ADN_SNR14_P_1_1.fastq.gz	11,740,691	af4292330edfd080057d8b59096c0942	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR14_P_1_1.fastq.gz
ADN_SNR14_P_1_2.fastq.gz	13,894,820	f7d7e7ae945eeedffa7af78eccc81ef7	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR14_P_1_2.fastq.gz
Tneg_F03_Ps_1_1.fastq.gz	601,799	d7cc2f63e71004ef4d6bdb8ab87c20d4	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_F03_Ps_1_1.fastq.gz
Tneg_F03_Ps_1_2.fastq.gz	650,225	57b0ca284d8091c0cd1e33c71946e17f	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_F03_Ps_1_2.fastq.gz
ADN_P05_Pg_1_1.fastq.gz	9,025,932	ed69d4684588462faa2737ecf4c46087	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P05_Pg_1_1.fastq.gz
ADN_P05_Pg_1_2.fastq.gz	12,681,149	d90fb51cb8f883d0937628f30d30d90d	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P05_Pg_1_2.fastq.gz
ADN_SNR12_P_1_1.fastq.gz	12,333,427	04679e4bf0075490ffff823b8d42dabe	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR12_P_1_1.fastq.gz
ADN_SNR12_P_1_2.fastq.gz	14,945,317	57c9977ff0919fdcdbbb9b7a346514fe	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR12_P_1_2.fastq.gz
ADN_P07_Ps_2_1.fastq.gz	7,164,417	6b74a88468d9df6c2e64ba08147bd8a6	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P07_Ps_2_1.fastq.gz
ADN_P07_Ps_2_2.fastq.gz	10,476,111	2c7e17eb6021cf4856729cd1a3893fe3	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P07_Ps_2_2.fastq.gz
ADN_P01_Ps_1_1.fastq.gz	8,890,506	4a178389bb6107fa34a05b8b124bb294	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P01_Ps_1_1.fastq.gz
ADN_P01_Ps_1_2.fastq.gz	12,892,080	28723a0996a8c19fe80067d14940cd44	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P01_Ps_1_2.fastq.gz
ADN_P01_Ps_2_1.fastq.gz	6,338,579	937be07785db1d4da319298656eec96a	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P01_Ps_2_1.fastq.gz
ADN_P01_Ps_2_2.fastq.gz	9,343,682	35546f50c6356fc33bbca9679d9b0823	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P01_Ps_2_2.fastq.gz
ADN_P07_Ps_1_1.fastq.gz	4,353,918	18b9ac2e547d79b2c6f06960ea14c40f	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P07_Ps_1_1.fastq.gz
ADN_P07_Ps_1_2.fastq.gz	5,955,038	4a4a93c9be9f56e5506c751624d1b5d9	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P07_Ps_1_2.fastq.gz
ADN_S13_Pg_2_1.fastq.gz	8,907,683	3021b9a8b2e5afc84036add4156c071a	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S13_Pg_2_1.fastq.gz
ADN_S13_Pg_2_2.fastq.gz	11,165,387	4009b1ebdc616e7faf64dbe73eee52b9	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S13_Pg_2_2.fastq.gz
ADN_G09_Pg_1_1.fastq.gz	6,326,480	9ed57c376c834c22958d897b0855bc97	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_G09_Pg_1_1.fastq.gz
ADN_G09_Pg_1_2.fastq.gz	8,934,941	19299ad51380a4bbe322819bfc11750a	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_G09_Pg_1_2.fastq.gz
ADN_R14_Ps_2_1.fastq.gz	9,652,418	bc9731837a1202e61c5a8eb3d404fc7e	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R14_Ps_2_1.fastq.gz
ADN_R14_Ps_2_2.fastq.gz	12,550,896	e4e3e391f790093c8f334ef830617cb6	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R14_Ps_2_2.fastq.gz
ADN_S13_Pg_1_1.fastq.gz	9,341,894	6afa11f972359308fdc7f3d6af9a4f12	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S13_Pg_1_1.fastq.gz
ADN_S13_Pg_1_2.fastq.gz	10,888,551	e7e44af4ca2c96a4e81d5e8b8b63b9bf	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S13_Pg_1_2.fastq.gz
ADN_R12_Pg_2_1.fastq.gz	10,154,998	bedfbce41b3d711cf931efeae8d06830	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R12_Pg_2_1.fastq.gz
ADN_R12_Pg_2_2.fastq.gz	13,004,619	6af87eb6842dcd2793f7e438b13b4b99	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R12_Pg_2_2.fastq.gz
ADN_R12_Pg_1_1.fastq.gz	8,254,281	8898baaef6641246ae7f7049187efa96	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R12_Pg_1_1.fastq.gz
ADN_R12_Pg_1_2.fastq.gz	10,381,801	a58667394008c2d7779ebd05d8a3cc41	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R12_Pg_1_2.fastq.gz
ADN_SNR02_P_2_1.fastq.gz	15,906,113	c74a328c98d634db745f65a88f40868e	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR02_P_2_1.fastq.gz
ADN_SNR02_P_2_2.fastq.gz	20,175,025	3aba914f9a47bcea3a276b8f1b078806	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR02_P_2_2.fastq.gz
ADN_R02_Pg_2_1.fastq.gz	8,628,628	02323b6725569cf7027155553294d226	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R02_Pg_2_1.fastq.gz
ADN_R02_Pg_2_2.fastq.gz	11,530,866	08becd9f24f5525f4eed69e9f3dd524b	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R02_Pg_2_2.fastq.gz
ADN_R02_Pg_1_1.fastq.gz	30,245,126	58535193939b32d31e84bfecdf79d1cc	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R02_Pg_1_1.fastq.gz
ADN_R02_Pg_1_2.fastq.gz	38,715,932	fb3907da34d7b55a8a3486b023995398	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R02_Pg_1_2.fastq.gz
ADN_P10_Pg_1_1.fastq.gz	6,209,516	6195219cc8144ea06944034e6c1579fc	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P10_Pg_1_1.fastq.gz
ADN_P10_Pg_1_2.fastq.gz	7,703,531	b1c78258447b284c0e84a047b3231cc1	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P10_Pg_1_2.fastq.gz
ADN_R08_Ps_1_1.fastq.gz	7,628,294	217da2b6a20556105abca828b02b7eb6	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R08_Ps_1_1.fastq.gz
ADN_R08_Ps_1_2.fastq.gz	9,468,206	7b95c66401f51031183210acba0adb2d	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R08_Ps_1_2.fastq.gz
ADN_S15_Ps_1_1.fastq.gz	10,642,736	7851b6ad227560491e054474a8f07273	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S15_Ps_1_1.fastq.gz
ADN_S15_Ps_1_2.fastq.gz	12,843,908	4cd20c032a90cdc63bf5b1e78421f54f	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S15_Ps_1_2.fastq.gz
ADN_S15_Ps_2_1.fastq.gz	10,114,953	64b101f52b142356176e092ff70650e8	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S15_Ps_2_1.fastq.gz
ADN_S15_Ps_2_2.fastq.gz	13,347,039	0910a74ebcd76684e5b1a02d7a1a12e6	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S15_Ps_2_2.fastq.gz
ADN_R08_Ps_2_1.fastq.gz	8,296,201	033f33fd84a6e40be484a30f731c6fa8	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R08_Ps_2_1.fastq.gz
ADN_R08_Ps_2_2.fastq.gz	10,768,312	b96de0d98dec42bf97f455cf2ad85a80	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R08_Ps_2_2.fastq.gz
ADN_P10_Pg_2_1.fastq.gz	9,527,146	35ddaf0a1ccf3c3c8115b273a13dfc0d	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P10_Pg_2_1.fastq.gz
ADN_P10_Pg_2_2.fastq.gz	12,034,868	381d750cb2b3808927e3b87606c78330	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P10_Pg_2_2.fastq.gz
ADN_G09_Pg_2_1.fastq.gz	8,528,901	d230c2d20d075883f8949dfeddc33f4e	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_G09_Pg_2_1.fastq.gz
ADN_G09_Pg_2_2.fastq.gz	12,125,143	0311340625bc6e6caf22e4c1cfcd74f2	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_G09_Pg_2_2.fastq.gz
ADN_SNR16_P_2_1.fastq.gz	12,599,903	9a8b6d63df972f2f5d13670e9c772ef1	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR16_P_2_1.fastq.gz
ADN_SNR16_P_2_2.fastq.gz	15,411,592	fe23a73645b6ea358ba9129627f77eb9	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR16_P_2_2.fastq.gz
ADN_R06_Pg_2_1.fastq.gz	9,733,244	428d51f882699fe0d642d9d1451ade3c	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_R06_Pg_2_1.fastq.gz
